Country,2000,2005,2010,2011,2012,2013,2014,2015
Afghanistan,0.35518858694647854,0.35331917333097074,0.35331917333097074,0.35331917333097074,0.35331917333097074,0.35331917333097074,0.35331917333097074,0.35331917333097074
Albania,0.4354941703556927,0.3761086016708255,0.33651822254758074,0.33651822254758074,0.31672303298595833,0.3761086016708255,0.31672303298595833,0.31672303298595833
Algeria,0.3543469655427583,0.3830778005867657,0.368712383064762,0.34955849303542375,0.34955849303542375,0.32082765799141627,0.34477002052808914,0.3543469655427583
Angola,0.2861391186263427,0.354542746311428,0.36995764832496836,0.3689942169491221,0.36610392282158327,0.3622501973181982,0.35646960906312053,0.35646960906312053
Antigua and Barbuda,0.27234398033544077,0.3812815724696171,0.42089524233659026,0.3565230288027588,0.1782615144013794,0.5942050480045981,0.17330980566800774,0.24758543666858251
Argentina,0.4832989630988969,0.40492615827204875,0.26124268275616047,0.3526776217208167,0.3134912193073926,0.3134912193073926,0.3265533534452006,0.3265533534452006
Armenia,0.31180552479588153,0.5312242274300203,0.35222475949164395,0.31757970118099044,0.30603134841077256,0.346450583106535,0.32912805395120825,0.2713862901001191
Australia,0.3533420183674842,0.33090760450288204,0.3645592252997853,0.3533420183674842,0.3701678287659358,0.3477334149013337,0.3645592252997853,0.3421248114351831
Austria,0.5739706803404463,0.4389187555544589,0.3072431288881212,0.3072431288881212,0.28360904205057347,0.28360904205057347,0.2532223589737263,0.2532223589737263
Azerbaijan,0.31407102557504607,0.3454781281325507,0.40829233324755987,0.49073597746100944,0.3376263524931745,0.3062192499356699,0.29836747429629373,0.2787380351978534
Bahamas,0.663360977477051,0.35241051928468337,0.20522730240696269,0.269490397100052,0.20522730240696269,0.20730030546157846,0.31095045819236766,0.3731405498308412
Bahrain,0.525281639228866,0.525281639228866,0.33559660284066434,0.2918231329049255,0.2918231329049255,0.262640819614433,0.2334585063239404,0.20427619303344788
Bangladesh,0.35355339059327373,0.35355339059327373,0.35355339059327373,0.35355339059327373,0.35355339059327373,0.35355339059327373,0.35355339059327373,0.35355339059327373
Barbados,0.2260955047175386,0.6956784760539649,0.43479904753372806,0.0,0.27827139042158594,0.27827139042158594,0.34783923802698247,0.0
Belarus,0.4385400275243364,0.39098749441928793,0.3645694204720387,0.35400219089313906,0.33815134652478956,0.32230050215644,0.3064496577880905,0.29059881341974103
Belgium,0.4643736781296664,0.39803458125399976,0.36486503281616645,0.3316954843783331,0.3117937553156332,0.30847680047184983,0.30184289078428317,0.3151107101594165
Belize,0.46500364102568803,0.3890846792255757,0.4934732517007302,0.2467366258503651,0.2752062365254072,0.3795948090005617,0.227756885400337,0.23724675562535105
Benin,0.4434462748232856,0.37641369839650984,0.3506319382323653,0.34547558619953644,0.34031923416670756,0.33000653010104974,0.31453747400256304,0.3093811219697341
Bhutan,0.4457336524363396,0.3436982380232016,0.4027713726834394,0.3723397578584684,0.3365378580643849,0.3150567181879348,0.3078963382291181,0.2738845334247388
Bolivia (Plurinational State of),0.46955737936327485,0.4032068801054208,0.3445122076850114,0.3343044385684185,0.3240966694518256,0.31388890033523265,0.30623307349778794,0.29857724666034324
Bosnia and Herzegovina,0.5383447725918541,0.4595626107491438,0.28886792675660466,0.30199828706372306,0.31512864737084145,0.28886792675660466,0.27573756644948627,0.25604202598880865
Botswana,0.5770857560701964,0.459648173325058,0.32705735409667586,0.3030647296648734,0.2809662597934764,0.26139332933595333,0.24308316858536722,0.2247730078347811
Brazil,0.3985469792339274,0.39073233258228174,0.34384445267240793,0.34384445267240793,0.32821515936911666,0.3516590993240536,0.3360298060207623,0.32821515936911666
